City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Palmas,BR,3/2/21 22:57,-10.2128,-48.3603,77,94,20,4.61
267,Santa Maria,BR,3/2/21 22:57,-29.6842,-53.8069,78.8,83,20,1.14
268,Saint-Francois,FR,3/2/21 22:57,46.4154,3.9054,46,75,0,2.3
269,Sobolevo,RU,3/2/21 22:57,54.4299,31.8996,32.29,93,66,12.48
270,Lahaina,US,3/2/21 22:57,20.8783,-156.6825,78.8,60,40,20.71
271,Lovington,US,3/2/21 22:57,32.944,-103.3485,59,15,0,5.01
272,Baruun-Urt,MN,3/2/21 22:54,46.6806,113.2792,13.66,92,65,11.32
273,Auka,HN,3/2/21 22:57,14.9333,-83.8333,84.2,79,20,11.5
274,Mungwi,ZM,3/2/21 22:57,-10.1732,31.3694,63.43,98,100,2.59
275,Ambon,ID,3/2/21 22:57,-3.6954,128.1814,80.6,74,40,3.44
276,Vardo,NO,3/2/21 22:57,70.3705,31.1107,26.6,73,20,9.22
277,Kunya,NG,3/2/21 22:57,12.2233,8.5325,69.8,35,55,3.44
278,Ostroleka,PL,3/2/21 22:57,53.0862,21.5757,36,79,0,1.99
279,Haines Junction,CA,3/2/21 22:57,60.7522,-137.5108,35.6,30,100,3.44
280,Russell,US,3/2/21 22:53,32.3502,-85.1999,46.4,87,90,3.44
281,Nokaneng,BW,3/2/21 22:57,-19.6667,22.2667,64.72,88,49,5.73
282,Tungor,RU,3/2/21 22:57,53.3808,142.9564,-11.43,82,14,9.24
283,Shihezi,CN,3/2/21 22:57,44.3,86.0333,17.08,78,14,2.8
284,Yambio,SS,3/2/21 22:54,4.5721,28.3955,72.63,27,100,2.82
285,Emba,KZ,3/2/21 22:57,48.8264,58.1442,18.61,98,96,13.89
286,Naze,JP,3/2/21 22:57,28.3667,129.4833,60.8,67,75,20.71
287,Aripuana,BR,3/2/21 22:52,-9.1667,-60.6333,72.25,98,95,2.48
288,Pevek,RU,3/2/21 22:52,69.7008,170.3133,-27.15,85,11,4.07
289,Mahanoro,MG,3/2/21 22:57,-19.9,48.8,75.63,82,54,4.52
290,Puerto Escondido,MX,3/2/21 22:57,15.85,-97.0667,82.4,69,40,11.5
291,Ligayan,PH,3/2/21 22:57,4.6533,119.4706,82.11,80,99,11.83
292,Maceio,BR,3/2/21 22:56,-9.6658,-35.7353,77,88,75,11.5
293,Rudnogorsk,RU,3/2/21 22:57,57.2639,103.7519,-26,98,95,3
294,Xiamen,CN,3/2/21 22:57,24.4798,118.0819,57.2,58,20,13.42
295,Balad,IQ,3/2/21 22:57,34.0164,44.1453,58.96,38,0,3.24
296,Dalbandin,PK,3/2/21 22:57,28.8947,64.4101,61.02,31,15,4.99
297,Sampit,ID,3/2/21 22:52,-2.5333,112.95,74.23,97,100,4.16
298,Mirnyy,RU,3/2/21 22:57,62.5353,113.9611,-36.87,83,78,3.09
299,Cap Malheureux,MU,3/2/21 22:57,-19.9842,57.6142,75.99,84,4,16.69
300,Meulaboh,ID,3/2/21 22:57,4.1363,96.1285,76.23,86,59,4.41
301,Hirara,JP,3/2/21 22:55,24.8,125.2833,66.2,63,75,10.36
302,Coffs Harbour,AU,3/2/21 22:57,-30.3,153.1333,71.6,83,90,5.75
303,Kathmandu,NP,3/2/21 22:54,27.7167,85.3167,48.2,76,20,2.39
304,Valparaiso,CL,3/2/21 22:57,-33.0393,-71.6273,64.4,77,40,6.91
305,Biltine,TD,3/2/21 22:57,14.5333,20.9167,73.27,18,0,17.92
306,Karratha,AU,3/2/21 22:57,-20.7377,116.8463,80.98,78,43,4.94
307,Touros,BR,3/2/21 22:57,-5.1989,-35.4608,78.8,83,40,4.61
308,Dzilam Gonzalez,MX,3/2/21 22:57,21.2833,-88.9333,81.88,60,23,7.65
309,Miri,MY,3/2/21 22:57,4.4148,114.0089,75.2,100,40,5.82
310,Saint-Joseph,RE,3/2/21 22:57,-21.3667,55.6167,77,69,0,4.61
311,Dudinka,RU,3/2/21 22:57,69.4058,86.1778,-26.37,76,0,8.57
312,Badnawar,IN,3/2/21 22:57,23.0167,75.2167,63.12,22,0,3.65
313,Dennery,LC,3/2/21 22:57,13.8996,-60.8879,78.8,73,40,6.91
314,Summerside,CA,3/2/21 22:57,46.3959,-63.7876,8.6,78,100,23.02
315,Huanren,CN,3/2/21 22:57,41.2647,125.3667,22.82,88,53,6.87
316,Sola,VU,3/2/21 22:57,-13.8833,167.55,81.91,84,100,21.05
317,Pringsewu,ID,3/2/21 22:57,-5.3582,104.9744,72.79,93,98,1.03
318,Lompoc,US,3/2/21 22:52,34.6391,-120.4579,64.4,52,1,11.5
319,Luanda,AO,3/2/21 22:55,-8.8368,13.2343,80.6,78,40,4.61
320,Dakar,SN,3/2/21 22:56,14.6937,-17.4441,68,73,0,9.22
321,Akdepe,TM,3/2/21 22:57,42.0551,59.3788,32,86,90,5.84
322,Najran,SA,3/2/21 22:57,17.4924,44.1277,71.6,26,0,11.5
323,Yulara,AU,3/2/21 22:57,-25.2406,130.9889,77,44,0,10.36
324,Hualmay,PE,3/2/21 22:57,-11.0964,-77.6139,75.22,69,98,6.06
325,Bintulu,MY,3/2/21 22:57,3.1667,113.0333,75.2,100,20,4.36
326,Sao Filipe,CV,3/2/21 22:57,14.8961,-24.4956,69.58,79,89,9.44
327,Arenapolis,BR,3/2/21 22:57,-14.4503,-56.8461,74.8,92,99,6.62
328,Khandyga,RU,3/2/21 22:57,62.6667,135.6,-19.41,88,100,1.07
329,Munster,DE,3/2/21 22:53,51.9624,7.6257,48,87,0,1.14
330,Brooks,CA,3/2/21 22:57,50.5834,-111.8851,51.8,30,4,4.61
331,Dukat,RU,3/2/21 22:57,62.55,155.55,-17.81,87,76,3.6
332,La Ronge,CA,3/2/21 22:57,55.1001,-105.2842,14,79,98,6.91
333,Barcelos,PT,3/2/21 22:57,41.5388,-8.6151,53.01,93,20,3.13
334,Sohag,EG,3/2/21 22:57,26.557,31.6948,59,47,0,11.5
335,Serik,TR,3/2/21 22:55,36.9169,31.0989,51.8,46,75,8.05
336,Fairbanks,US,3/2/21 22:55,64.8378,-147.7164,12,72,90,2.73
337,Jalu,LY,3/2/21 22:57,29.0331,21.5482,58.91,44,0,8.57
338,Sitka,US,3/2/21 22:57,57.0531,-135.33,35.6,87,90,8.05
339,Manisa,TR,3/2/21 22:57,38.8333,28.1667,32.67,95,52,6.67
340,Nizhnyaya Omka,RU,3/2/21 22:57,55.4338,74.9426,-4.7,98,73,6.29
341,Capreol,CA,3/2/21 22:57,46.706,-80.9225,26.01,79,90,23.02
342,Kamina,CD,3/2/21 22:57,-8.7386,24.9906,66.06,94,100,1.9
343,Teya,RU,3/2/21 22:57,60.3778,92.6267,-26.34,98,8,1.97
344,Uyovu,TZ,3/2/21 22:57,-3.2833,31.5258,64.51,96,75,3.56
345,Santo Antonio Do Ica,BR,3/2/21 22:57,-3.1022,-67.9397,75.22,95,82,2.42
346,Praia,CV,3/2/21 22:57,14.9215,-23.5087,69.8,73,0,14.97
347,Kaspiyskiy,RU,3/2/21 22:57,45.3929,47.3707,37.09,80,96,16.91
348,Mosina,PL,3/2/21 22:57,52.2454,16.8471,34,100,0,2.3
349,Rawson,AR,3/2/21 22:55,-43.3002,-65.1023,59.49,74,39,17.69
350,Havelock,US,3/2/21 22:57,34.8791,-76.9013,45,70,100,1.99
351,Steinheim,DE,3/2/21 22:57,51.8707,9.0914,44.01,71,0,5.28
352,Jiayuguan,CN,3/2/21 22:57,39.8167,98.3,27.57,43,0,1.19
353,Bud,US,3/2/21 22:57,39.447,-86.1758,43,33,1,4.61
354,Nam Som,TH,3/2/21 22:57,17.7704,102.1895,73.4,88,75,4.05
355,Sibu,MY,3/2/21 22:57,2.3,111.8167,75.2,94,40,2.3
356,Aykhal,RU,3/2/21 22:57,66,111.5,-40.47,100,56,3.74
357,Ossora,RU,3/2/21 22:57,59.2353,163.0719,0.23,81,93,3.02
358,Bilibino,RU,3/2/21 22:57,68.0546,166.4372,-16.35,82,17,2.68
359,Salalah,OM,3/2/21 22:57,17.0151,54.0924,75.2,78,20,3.44
360,Doaba,PK,3/2/21 22:57,33.4244,70.7364,52.43,31,0,2.66
361,Moyo,UG,3/2/21 22:57,3.6609,31.7247,74.07,34,78,1.16
362,Cidreira,BR,3/2/21 22:57,-30.1811,-50.2056,76.32,84,67,8.32
363,Neiafu,TO,3/2/21 22:57,-18.65,-173.9833,80.6,89,75,8.05
364,Barra,BR,3/2/21 22:57,-11.0894,-43.1417,79.34,59,76,3.09
365,Pitimbu,BR,3/2/21 22:57,-7.4706,-34.8086,77,94,20,6.91
366,Gandajika,CD,3/2/21 22:57,-6.75,23.95,69.96,96,100,2.93
367,Qaqortoq,GL,3/2/21 22:57,60.7167,-46.0333,39.2,30,75,42.57
368,Zyryanka,RU,3/2/21 22:57,65.75,150.85,-26.16,84,100,0.92
369,Tiznit,MA,3/2/21 22:57,29.5833,-9.5,56.5,71,0,3.36
370,Hovd,MN,3/2/21 22:57,48.0056,91.6419,23.49,80,47,9.71
371,Solnechnyy,RU,3/2/21 22:57,50.7214,136.6319,-2.74,84,15,3.67
372,Kalmar,SE,3/2/21 22:57,56.6616,16.3616,37,100,2,4.61
373,Marietta,US,3/2/21 22:54,33.9526,-84.5499,46.99,49,90,11.5
374,Berdigestyakh,RU,3/2/21 22:57,62.0989,126.6992,-34.22,82,78,1.48
375,Comodoro Rivadavia,AR,3/2/21 22:53,-45.8667,-67.5,53.6,94,75,1.14
376,Ust-Nera,RU,3/2/21 22:54,64.5667,143.2,-16.51,98,100,4.61
377,Tuatapere,NZ,3/2/21 22:57,-46.1333,167.6833,71.01,53,37,11.01
378,Waddan,LY,3/2/21 22:57,29.1614,16.139,54.72,63,0,11.59
379,Fuerte,PH,3/2/21 22:57,17.5381,120.3644,77.95,72,0,6.46
380,Lazaro Cardenas,MX,3/2/21 22:56,17.9583,-102.2,80.62,61,2,6.04
381,Killybegs,IE,3/2/21 22:57,54.6333,-8.45,41.92,89,6,4.32
382,Hambantota,LK,3/2/21 22:54,6.1241,81.1185,71.6,94,20,2.3
383,Ponta Delgada,PT,3/2/21 22:54,37.7333,-25.6667,59,88,20,20.71
384,Sistranda,NO,3/2/21 22:57,63.7256,8.834,41,100,75,11.5
385,Aklavik,CA,3/2/21 22:57,68.2191,-135.0107,-14.8,70,100,3.44
386,Arlit,NE,3/2/21 22:57,18.7369,7.3853,74.34,17,42,8.9
387,Pangnirtung,CA,3/2/21 22:57,66.1451,-65.7125,17.6,86,90,25.32
388,Hamilton,US,3/2/21 22:57,39.1834,-84.5333,45,26,1,4.61
389,Akyab,MM,3/2/21 22:57,20.15,92.9,68.94,92,3,5.44
390,Brigantine,US,3/2/21 22:57,39.4101,-74.3646,37.4,32,0,11.5
391,Deputatskiy,RU,3/2/21 22:57,69.3,139.9,-35.41,85,98,1.25
392,Stonewall,CA,3/2/21 22:57,50.1344,-97.3268,33.8,69,75,14.97
393,Nome,US,3/2/21 22:57,64.5011,-165.4064,1.4,60,1,4.61
394,Vostok,RU,3/2/21 22:57,46.4856,135.8833,-4.81,87,0,3.69
395,Faya,SA,3/2/21 22:57,18.3851,42.4509,59,36,0,1.57
396,Mathathane,BW,3/2/21 22:57,-22.2687,28.7495,69.93,68,0,6.31
397,Erzin,TR,3/2/21 22:57,36.9559,36.2,53.01,81,46,7
398,Kashan,IR,3/2/21 22:57,33.9831,51.4364,51.51,54,0,1.21
399,Kavaratti,IN,3/2/21 22:57,10.5669,72.642,81.57,74,0,9.89
400,Port Lincoln,AU,3/2/21 22:57,-34.7333,135.8667,62.19,75,38,16.58
401,Luena,AO,3/2/21 22:57,-11.7833,19.9167,60.71,88,93,4.36
402,Jesup,US,3/2/21 22:57,31.6074,-81.8854,46.4,87,90,7.54
403,Alihe,CN,3/2/21 22:57,50.5667,123.7167,-2.63,90,98,1.3
404,Calabozo,VE,3/2/21 22:57,8.9242,-67.4293,85.44,25,93,7.18
405,Klyuchi,RU,3/2/21 22:57,52.2667,79.1667,9.05,96,86,4.56
406,Saint George,US,3/2/21 22:55,37.1041,-113.5841,64.4,9,1,5.75
407,Bogande,BF,3/2/21 22:57,12.9714,-0.1436,81.18,16,28,7.76
408,Vao,NC,3/2/21 22:57,-22.6667,167.4833,77.34,76,83,15.08
409,Marataizes,BR,3/2/21 22:57,-21.0433,-40.8244,76.08,88,45,11.72
410,Belaya Gora,RU,3/2/21 22:57,68.5333,146.4167,-35.59,83,87,3.24
411,Mount Gambier,AU,3/2/21 22:57,-37.8333,140.7667,57.2,67,90,5.75
412,Thinadhoo,MV,3/2/21 22:57,0.5333,72.9333,81.63,73,11,12.3
413,Alice Springs,AU,3/2/21 22:55,-23.7,133.8833,87.8,29,9,6.91
414,Sol-Iletsk,RU,3/2/21 22:54,51.1631,54.9918,24.91,98,100,19.53
415,Baoding,CN,3/2/21 22:57,38.8511,115.4903,35.89,84,1,1.74
416,Richards Bay,ZA,3/2/21 22:53,-28.783,32.0377,69.76,92,8,5.75
417,Lewiston,US,3/2/21 22:56,44.1003,-70.2148,17.6,38,1,17.27
418,Santa Rosa,PH,3/2/21 22:57,14.3122,121.1114,81,83,20,4.61
419,Karachev,RU,3/2/21 22:57,53.1229,34.9852,30.67,97,97,11.14
420,Evensk,RU,3/2/21 22:54,61.95,159.2333,-2.47,91,90,5.1
421,Puri,IN,3/2/21 22:57,19.8,85.85,71.6,94,16,10.96
422,Khulna,BD,3/2/21 22:57,22.8135,89.5672,66.49,90,0,5.44
423,Kaniama,CD,3/2/21 22:57,-7.5667,24.1833,69.17,94,100,2.06
424,Gusau,NG,3/2/21 22:57,12.1628,6.6614,76.78,18,12,9.48
425,Middle Island,US,3/2/21 22:57,40.8843,-72.9373,30.99,29,1,17.27
426,Turbat,PK,3/2/21 22:57,26.0023,63.044,61.07,67,0,0.63
427,Hobyo,SO,3/2/21 22:57,5.3505,48.5268,79.02,78,78,17.02
428,Luza,RU,3/2/21 22:57,60.6308,47.2512,23.04,91,100,11.54
429,Chernyshevskiy,RU,3/2/21 22:57,63.0128,112.4714,-40.54,97,60,3.02
430,Malacacheta,BR,3/2/21 22:53,-17.8422,-42.0767,64.96,94,45,3
431,Kidal,ML,3/2/21 22:57,18.4411,1.4078,75.76,22,59,2.82
432,Broome,US,3/2/21 22:57,42.2506,-75.833,21.99,45,1,3.44
433,Arroyo,ES,3/2/21 22:57,41.6096,-4.7969,48,87,20,4.54
434,Boca Do Acre,BR,3/2/21 22:57,-8.7522,-67.3978,74.98,94,99,2.59
435,Jos,NG,3/2/21 22:57,9.9167,8.9,68.22,25,91,5.41
436,Cortez,US,3/2/21 22:57,37.3489,-108.5859,53.6,17,1,5.75
437,Wanning,CN,3/2/21 22:57,18.8003,110.3967,70.84,89,94,5.28
438,Los Llanos De Aridane,ES,3/2/21 22:58,28.6585,-17.9182,66.2,72,75,5.75
439,La Grande,US,3/2/21 22:58,45.3246,-118.0877,51.8,30,1,5.75
440,Ostrovnoy,RU,3/2/21 22:58,68.0531,39.5131,27.21,93,100,27.04
441,Bama,NG,3/2/21 22:58,11.5221,13.6856,74.68,28,17,9.13
442,Hay River,CA,3/2/21 22:58,60.8156,-115.7999,15.8,67,100,8.05
443,Mitsamiouli,KM,3/2/21 22:58,-11.3847,43.2844,82.09,81,78,8.03
444,Sorland,NO,3/2/21 22:58,67.667,12.6934,38.8,75,100,29.44
445,Te Anau,NZ,3/2/21 22:58,-45.4167,167.7167,63.66,59,34,9.46
446,Loukhi,RU,3/2/21 22:58,66.0764,33.0381,20.73,97,26,7.58
447,Manacapuru,BR,3/2/21 22:58,-3.2997,-60.6206,73.4,100,75,3.44
448,Shimoda,JP,3/2/21 22:58,34.6667,138.95,44.01,64,78,1.99
449,San Rafael,AR,3/2/21 22:58,-34.6177,-68.3301,85.21,27,19,12.91
450,Iqaluit,CA,3/2/21 22:57,63.7506,-68.5145,-7.01,71,90,21.85
451,Zhigansk,RU,3/2/21 22:58,66.7697,123.3711,-33.72,83,17,9.86
452,Bria,CF,3/2/21 22:58,6.5423,21.9863,76.15,20,95,5.5
453,Sibolga,ID,3/2/21 22:58,1.7427,98.7792,75.18,84,92,3.76
454,Taksimo,RU,3/2/21 22:58,56.3444,114.8794,-19.41,97,98,0.31
455,Beloha,MG,3/2/21 22:54,-25.1667,45.05,73.35,91,100,8.7
456,Olafsvik,IS,3/2/21 22:57,64.8945,-23.7142,38.17,89,100,19.48
457,Babstovo,RU,3/2/21 22:58,48.1167,132.4833,0.14,79,48,5.77
458,Turukhansk,RU,3/2/21 22:54,65.8167,87.9833,-28.59,76,0,11.45
459,Staunton,US,3/2/21 22:57,38.1496,-79.0717,44.6,26,1,6.91
460,Ronne,DK,3/2/21 22:58,55.1009,14.7066,33.8,100,90,8.05
461,Ambilobe,MG,3/2/21 22:58,-13.2,49.05,73.98,90,90,2.44
462,Lagoa,PT,3/2/21 22:58,39.05,-27.9833,56.5,69,66,32.23
463,Sisimiut,GL,3/2/21 22:58,66.9395,-53.6735,22.15,48,100,12.55
464,Manta,EC,3/2/21 22:56,-0.95,-80.7333,77,94,75,3.44
465,Pizarro,CO,3/2/21 22:58,4.9533,-77.366,77.38,85,100,2.44
466,Souillac,MU,3/2/21 22:58,-20.5167,57.5167,78.8,83,75,5.75
467,Waipawa,NZ,3/2/21 22:58,-41.4122,175.5153,70,77,75,24.16
468,Aracaju,BR,3/2/21 22:58,-10.9111,-37.0717,78.8,78,20,8.05
469,Tynda,RU,3/2/21 22:58,55.1667,124.7167,-17.82,98,100,3.4
470,Tigil,RU,3/2/21 22:53,57.8,158.6667,10.65,92,99,10.51
471,Davila,PH,3/2/21 22:58,18.4726,120.5763,78.8,78,20,8.05
472,Prince Rupert,CA,3/2/21 22:58,54.3161,-130.3201,41,75,75,5.75
473,Grindavik,IS,3/2/21 22:58,63.8424,-22.4338,41,100,90,8.05
474,Kalavad,IN,3/2/21 22:58,22.2167,70.3833,65.8,30,0,8.08
475,Pochutla,MX,3/2/21 22:58,15.7432,-96.4661,86,62,40,11.5
476,Cabra,ES,3/2/21 22:58,37.4725,-4.4421,55.99,73,71,3.44
477,Timra,SE,3/2/21 22:58,62.487,17.3257,28.4,86,90,3.44
478,Konya,TR,3/2/21 22:58,38.1667,32.5,32,93,90,11.5
479,Shablykino,RU,3/2/21 22:58,52.8566,35.1964,30.45,97,99,12.35
480,Waingapu,ID,3/2/21 22:58,-9.6567,120.2641,78.49,77,94,4.29
481,San Quintin,MX,3/2/21 22:58,30.4833,-115.95,67.35,26,0,8.03
482,Bloomfield,US,3/2/21 22:58,40.8068,-74.1854,33.8,23,1,9.22
483,North Bend,US,3/2/21 22:58,43.4065,-124.2243,57.99,71,1,17.27
484,Barahona,DO,3/2/21 22:58,18.2085,-71.1008,76.21,72,0,9.69
485,Banjar,ID,3/2/21 22:58,-8.19,114.9675,77,88,74,1.14
486,Sovetskiy,RU,3/2/21 22:54,61.3614,63.5842,11.48,94,100,7.56
487,Breznik,BG,3/2/21 22:58,42.7414,22.8981,39,69,0,10.36
488,Manakara,MG,3/2/21 22:58,-22.1333,48.0167,73.98,89,83,4.47
489,Sacama,EC,3/2/21 22:58,-3.9,-79.2667,52.83,100,95,2.04
490,Toyooka,JP,3/2/21 22:58,35.5333,134.8333,39.2,52,75,17.27
491,Nouakchott,MR,3/2/21 22:55,18.0858,-15.9785,77,14,14,12.66
492,Babu,CN,3/2/21 22:58,24.4167,111.5167,53.94,74,99,3.56
493,Gull Lake,CA,3/2/21 22:58,50.1001,-108.4847,39.2,65,20,9.22
494,Buenaventura,CO,3/2/21 22:58,3.8801,-77.0312,77.86,83,91,3.29
495,Camacha,PT,3/2/21 22:53,33.0833,-16.3333,57.2,72,20,3.44
496,Halmstad,SE,3/2/21 22:58,56.6745,12.8568,39,93,90,3.44
497,Biak,ID,3/2/21 22:58,-0.9131,122.8766,77.7,80,100,2.86
498,Portmore,JM,3/2/21 22:58,17.9702,-76.8672,80.6,74,40,20.71
499,Grande-Synthe,FR,3/2/21 22:58,51.0154,2.2998,48,93,16,1.14
500,Palauig,PH,3/2/21 22:58,15.435,119.9045,79.03,74,0,3.89
501,Barranca,PE,3/2/21 22:54,-10.75,-77.7667,74.23,72,98,5.32
502,Kaifeng,CN,3/2/21 22:53,34.7911,114.3483,41,87,100,2.24
503,Coihaique,CL,3/2/21 22:58,-45.5752,-72.0662,66.2,52,0,8.05
504,Ayan,RU,3/2/21 22:54,56.45,138.1667,-15.38,70,52,8.79
505,Port Blair,IN,3/2/21 22:58,11.6667,92.75,76.08,68,0,6.71
506,Olstykke,DK,3/2/21 22:58,55.7957,12.1551,34,98,0,4.43
507,Lichuan,CN,3/2/21 22:58,30.3,108.85,35.2,91,94,1.57
508,Hailey,US,3/2/21 22:58,43.5196,-114.3153,39.2,56,1,10.36
509,Ilave,PE,3/2/21 22:58,-16.0833,-69.6667,46.89,78,28,6.02
510,Itarema,BR,3/2/21 22:58,-2.9248,-39.9167,78.57,84,65,12.3
511,Tignere,CM,3/2/21 22:58,7.3667,12.65,70.23,23,1,1.95
512,Port Said,EG,3/2/21 22:58,31.2565,32.2841,57.2,72,40,13.8
513,Smirnykh,RU,3/2/21 22:58,49.75,142.8333,-1.73,77,0,4.56
514,Northam,GB,3/2/21 22:58,51.0333,-4.2167,44.01,90,53,5.01
515,Hornepayne,CA,3/2/21 22:58,49.2138,-84.7705,28.42,98,100,13.51
516,Natal,BR,3/2/21 22:53,-5.795,-35.2094,80.6,78,20,6.91
517,Kamaishi,JP,3/2/21 22:58,39.2667,141.8833,33.8,51,40,12.66
518,Loikaw,MM,3/2/21 22:58,19.6742,97.2094,61.05,32,0,2.64
519,Marsala,IT,3/2/21 22:58,37.7966,12.4352,51.8,100,20,4.61
520,Termoli,IT,3/2/21 22:58,41.9888,14.9895,41,88,0,5.21
521,Banda Aceh,ID,3/2/21 22:58,5.5577,95.3222,77.97,78,3,4.99
522,Kenai,US,3/2/21 22:58,60.5544,-151.2583,19.4,73,40,10.36
523,Benguela,AO,3/2/21 22:58,-12.5763,13.4055,75.54,77,21,3.11
524,Homer,US,3/2/21 22:58,59.6425,-151.5483,27,80,1,12.66
525,Hauterive,FR,3/2/21 22:58,46.0901,3.4459,50,27,0,3.44
526,Phalombe,MW,3/2/21 22:58,-15.8064,35.6507,66.11,94,45,2.62
527,Basoda,IN,3/2/21 22:58,23.85,77.9333,63.28,26,0,3.78
528,Lata,PT,3/2/21 22:58,40.1629,-8.3327,55,85,37,2.1
529,Raymondville,US,3/2/21 22:53,26.4815,-97.7831,68,36,90,13.8
530,Okhotsk,RU,3/2/21 22:58,59.3833,143.3,-6.47,89,100,6.15
531,Suoyarvi,RU,3/2/21 22:58,62.0833,32.35,24.39,92,6,8.63
532,Bulembu,SZ,3/2/21 22:58,-25.9667,31.1333,70,94,38,5.75
533,Bitung,ID,3/2/21 22:58,1.4451,125.1824,75.2,94,20,2.3
534,Princeton,US,3/2/21 22:58,25.5384,-80.4089,80.6,65,75,6.91